Soil_Moisture_Day1,Soil_Moisture_Day2,Soil_Moisture_Day3,Soil_Moisture_Day4,Soil_Moisture_Day5,Soil_Moisture_Day6,Soil_Moisture_Day7,Ambient_Temperature_Day1,Ambient_Temperature_Day2,Ambient_Temperature_Day3,Ambient_Temperature_Day4,Ambient_Temperature_Day5,Ambient_Temperature_Day6,Ambient_Temperature_Day7,Humidity_Day1,Humidity_Day2,Humidity_Day3,Humidity_Day4,Humidity_Day5,Humidity_Day6,Humidity_Day7,Soil_Temperature_Day1,Soil_Temperature_Day2,Soil_Temperature_Day3,Soil_Temperature_Day4,Soil_Temperature_Day5,Soil_Temperature_Day6,Soil_Temperature_Day7,Chlorophyll_Content_Day1,Chlorophyll_Content_Day2,Chlorophyll_Content_Day3,Chlorophyll_Content_Day4,Chlorophyll_Content_Day5,Chlorophyll_Content_Day6,Chlorophyll_Content_Day7,Stress_Score_Day1,Stress_Score_Day2,Stress_Score_Day3,Stress_Score_Day4,Stress_Score_Day5,Stress_Score_Day6,Stress_Score_Day7,AnomalyDetected_Day1,AnomalyDetected_Day2,AnomalyDetected_Day3,AnomalyDetected_Day4,AnomalyDetected_Day5,AnomalyDetected_Day6,AnomalyDetected_Day7,PestRiskScore_Day1,PestRiskScore_Day2,PestRiskScore_Day3,PestRiskScore_Day4,PestRiskScore_Day5,PestRiskScore_Day6,PestRiskScore_Day7,Predicted_Plant_Health
27.8115825653076,26.1976070404053,24.9672069549561,28.0466156005859,26.8610095977783,25.4509239196777,23.2912559509277,23.315113067627,24.2437171936035,24.5562114715576,24.6085929870605,24.8120822906494,24.4210433959961,24.6498069763184,56.5537872314453,55.5634155273438,56.0864295959473,54.761547088623,55.1301536560059,55.3674011230469,54.5543556213379,19.2697849273682,19.3316898345947,19.2032680511475,19.3308563232422,19.4187316894531,19.3433475494385,19.7649631500244,34.0118675231934,34.2522468566895,34.8929672241211,33.2720069885254,35.2330017089844,34.9150581359863,33.4155807495117,0.438564568758011,0.481398701667786,0.515833675861359,0.459918260574341,0.471276253461838,0.533319532871246,0.520185768604279,0,0,0,0,0,0,0,2.07778739929199,2.16138958930969,2.09106874465942,1.96180033683777,1.99861371517181,1.88921451568604,2.25973415374756,1
28.3274688720703,28.8458480834961,26.3551063537598,28.9595985412598,28.8673439025879,26.7494430541992,24.3936958312988,23.7601413726807,23.6539058685303,24.4740676879883,24.3449859619141,24.8629264831543,24.3034439086914,24.1315288543701,58.5545272827148,56.1152153015137,57.7011566162109,55.7680854797363,57.4467430114746,56.6708908081055,53.2024192810059,19.180118560791,19.2082328796387,19.0326995849609,19.2534866333008,19.8802700042725,20.0066871643066,19.8144474029541,35.8643760681152,34.9510269165039,34.666072845459,33.6198501586914,35.025707244873,35.2300643920898,33.8717956542969,0.425605058670044,0.442704111337662,0.501398682594299,0.42236265540123,0.440854907035828,0.494715809822083,0.517088174819946,0,0,0,0,0,0,0,2.04418992996216,2.11332321166992,2.14897394180298,1.98600172996521,2.07709097862244,1.97050082683563,2.14641237258911,1
29.1099796295166,28.7134265899658,26.8173274993896,27.8255710601807,27.6601905822754,26.1917819976807,23.4692783355713,23.9642696380615,24.1598892211914,24.3980655670166,24.4100589752197,24.7893371582031,23.9140720367432,23.7687549591064,58.6291885375977,57.7125053405762,56.7997703552246,56.2768745422363,57.5123443603516,55.9572525024414,54.0462608337402,18.9972743988037,19.179162979126,19.219690322876,19.5732479095459,20.027322769165,19.543155670166,19.5199451446533,34.2244834899902,33.0549240112305,33.8914184570312,33.5774841308594,33.6330451965332,35.3641014099121,34.4472351074219,0.428835928440094,0.446247905492783,0.488887280225754,0.427047610282898,0.436178743839264,0.494738310575485,0.505021393299103,0,0,0,0,0,0,0,2.02590847015381,2.11250114440918,2.15492630004883,2.05267190933228,2.07288074493408,1.95738172531128,2.24261164665222,1
28.7461700439453,29.21946144104,26.7668762207031,28.276180267334,27.8869647979736,24.9948482513428,23.5688724517822,24.1175308227539,24.5652027130127,24.514232635498,24.6069221496582,24.5364570617676,24.2736492156982,24.4090061187744,58.4914970397949,56.5946426391602,56.2509956359863,55.0607719421387,56.1219596862793,55.3399658203125,55.0921020507812,19.2639083862305,19.4406223297119,19.3877201080322,19.567741394043,19.7787075042725,19.6011600494385,19.9465503692627,34.6801071166992,34.3383026123047,34.2590408325195,33.9010734558105,35.1156044006348,35.1554870605469,33.9606323242188,0.42496582865715,0.462809026241302,0.517973124980927,0.470574617385864,0.462996244430542,0.528026700019836,0.520203769207001,0,0,0,0,0,0,0,2.01367783546448,2.09770894050598,2.11030054092407,1.96971881389618,2.13050746917725,2.09753322601318,2.30352449417114,1
28.3833694458008,26.9939403533936,24.9806213378906,27.1061477661133,25.1515731811523,24.8567695617676,24.1567859649658,24.0146656036377,23.6879062652588,24.3942718505859,24.6990737915039,24.4115428924561,25.0287857055664,24.6997222900391,56.4797019958496,55.7965354919434,56.9293746948242,56.3979415893555,56.5981483459473,55.9171714782715,54.2032356262207,19.2519874572754,19.3934745788574,19.6103572845459,19.8685417175293,20.4291477203369,19.3893814086914,19.9294166564941,34.3211669921875,33.527702331543,34.3862800598145,33.6180686950684,35.3254928588867,34.6099052429199,34.6971015930176,0.447811752557755,0.472117185592651,0.525638163089752,0.460880070924759,0.512386500835419,0.529598116874695,0.516066551208496,0,0,0,0,0,0,0,2.07034301757812,2.13068342208862,2.21992993354797,2.12157893180847,2.22915053367615,2.11306715011597,2.18340253829956,1
27.3292236328125,28.7202167510986,24.2049350738525,25.7945079803467,26.4530849456787,24.6488285064697,24.9304828643799,24.4900379180908,23.8601741790771,25.0052013397217,25.19118309021,24.6364288330078,24.3094615936279,23.9125175476074,56.649471282959,56.9183120727539,55.509391784668,54.6621589660645,54.5690727233887,52.7054290771484,52.8608283996582,19.1291999816895,19.9534225463867,19.978832244873,20.6823463439941,20.0843467712402,19.2699317932129,19.2570095062256,32.8847541809082,33.4802322387695,35.2108497619629,33.7352828979492,33.8185081481934,34.784595489502,36.4971809387207,0.468730598688126,0.45333468914032,0.568267226219177,0.519610345363617,0.490279257297516,0.540745794773102,0.51634019613266,0,0,0,0,0,0,0,2.0752477645874,2.18041133880615,2.29078817367554,2.14838743209839,2.09722495079041,1.97282385826111,2.05927419662476,1
26.4274082183838,26.6020908355713,25.0423984527588,26.7486190795898,25.5418472290039,24.1494255065918,25.8617649078369,24.7036628723145,24.4535846710205,24.8645477294922,24.8608570098877,24.201000213623,24.6774730682373,24.3969287872314,54.5710144042969,55.8243980407715,54.1898994445801,53.1365509033203,53.0708541870117,52.7291717529297,55.0834045410156,19.6188354492188,20.2630138397217,20.8679237365723,20.1329803466797,19.3221130371094,19.0671920776367,19.7149982452393,33.1879920959473,34.9368934631348,35.5469207763672,34.1519432067871,35.171817779541,34.6212844848633,35.8678779602051,0.499764025211334,0.514099419116974,0.540401637554169,0.515670597553253,0.491262227296829,0.545535504817963,0.473051637411118,0,0,0,0,0,0,0,2.12793207168579,2.19238471984863,2.20137453079224,2.08084154129028,1.98003542423248,1.99261462688446,2.09696221351624,2
26.5471687316895,25.4988250732422,24.7552223205566,27.0173034667969,25.4946670532227,24.8741188049316,24.2517967224121,23.8512058258057,24.6195774078369,24.4177894592285,24.7685832977295,24.9145278930664,24.9049758911133,25.2878303527832,54.5907592773438,54.5787620544434,54.2888145446777,52.6140060424805,53.0649833679199,54.71923828125,55.5899276733398,19.7338752746582,19.8050270080566,19.9916954040527,19.4976634979248,19.4414710998535,19.1431941986084,20.153018951416,34.3229637145996,35.4244499206543,33.7421417236328,32.762279510498,35.4305458068848,35.0203132629395,34.5661277770996,0.462328344583511,0.524911224842072,0.537916541099548,0.506521224975586,0.525775909423828,0.556677162647247,0.517218172550201,0,0,0,0,0,0,0,2.19413709640503,2.23161363601685,2.20628452301025,1.96285426616669,2.02156281471252,2.06079697608948,2.21632432937622,2
24.474048614502,26.0328006744385,23.7529811859131,24.9499015808105,24.1420116424561,24.1502323150635,24.6538772583008,24.4585990905762,24.7216053009033,24.7658939361572,24.9881935119629,25.2396221160889,25.5337238311768,25.0734024047852,55.3091278076172,54.5883483886719,53.7950439453125,52.6136245727539,54.5245780944824,55.8422203063965,55.9900856018066,19.2687835693359,19.8118190765381,19.4032783508301,19.4567070007324,19.6475830078125,19.9988975524902,20.1549549102783,34.0814399719238,33.9424209594727,35.3913421630859,35.460636138916,35.5809097290039,34.707935333252,33.4741172790527,0.532600343227386,0.533831655979156,0.562059760093689,0.532277286052704,0.536460936069489,0.577129781246185,0.53249579668045,0,0,0,0,0,0,0,2.15287446975708,2.06385779380798,2.10099768638611,1.99118220806122,2.09335565567017,2.08180570602417,2.25097751617432,2
23.2146472930908,23.9421234130859,22.8377838134766,24.0899124145508,23.3667812347412,24.07639503479,25.0433807373047,24.2413940429688,24.074836730957,24.6230335235596,25.0027828216553,25.1726169586182,25.6538105010986,24.9503326416016,54.7749443054199,55.1274070739746,55.3929061889648,54.0276565551758,55.5441093444824,56.3228912353516,56.0498962402344,19.370569229126,19.8230247497559,19.5355281829834,19.7151794433594,19.7222499847412,20.1024589538574,20.1783199310303,34.0431861877441,34.1999969482422,36.757194519043,36.2024002075195,35.8319053649902,34.792407989502,34.7686309814453,0.539559423923492,0.544979870319366,0.559081137180328,0.513872981071472,0.534969091415405,0.557279169559479,0.502901673316956,0,0,0,0,0,0,0,2.14020967483521,2.10821866989136,2.11131811141968,2.03381609916687,2.05979228019714,2.01668882369995,2.25732564926147,1
23.9662284851074,24.0938014984131,21.8047370910645,24.6225090026855,24.4126014709473,24.3640785217285,24.4682521820068,24.111608505249,23.8296699523926,24.9706554412842,25.5555686950684,25.2592811584473,25.341724395752,25.1852550506592,54.4225845336914,55.894214630127,55.9128494262695,54.1458778381348,55.3762130737305,55.5649185180664,54.9114532470703,19.4691905975342,19.5447006225586,19.4543895721436,19.9150276184082,20.1569881439209,19.753776550293,19.9557838439941,33.7775382995605,35.096435546875,36.1948852539062,34.9421882629395,35.8591613769531,35.1983299255371,35.3683967590332,0.511107265949249,0.509120941162109,0.590124189853668,0.553416669368744,0.546477854251862,0.54861706495285,0.532377958297729,0,0,0,0,0,0,0,2.18345141410828,2.19521045684814,2.2431366443634,2.11431169509888,2.19842624664307,2.12671041488647,2.24477291107178,1
