Soil_Moisture_Day1,Soil_Moisture_Day2,Soil_Moisture_Day3,Soil_Moisture_Day4,Soil_Moisture_Day5,Soil_Moisture_Day6,Soil_Moisture_Day7,Ambient_Temperature_Day1,Ambient_Temperature_Day2,Ambient_Temperature_Day3,Ambient_Temperature_Day4,Ambient_Temperature_Day5,Ambient_Temperature_Day6,Ambient_Temperature_Day7,Humidity_Day1,Humidity_Day2,Humidity_Day3,Humidity_Day4,Humidity_Day5,Humidity_Day6,Humidity_Day7,Soil_Temperature_Day1,Soil_Temperature_Day2,Soil_Temperature_Day3,Soil_Temperature_Day4,Soil_Temperature_Day5,Soil_Temperature_Day6,Soil_Temperature_Day7,Chlorophyll_Content_Day1,Chlorophyll_Content_Day2,Chlorophyll_Content_Day3,Chlorophyll_Content_Day4,Chlorophyll_Content_Day5,Chlorophyll_Content_Day6,Chlorophyll_Content_Day7,Stress_Score_Day1,Stress_Score_Day2,Stress_Score_Day3,Stress_Score_Day4,Stress_Score_Day5,Stress_Score_Day6,Stress_Score_Day7,Predicted_Plant_Health
28.4946804046631,24.2537136077881,25.6505336761475,25.6676349639893,27.7103118896484,26.9670219421387,25.8354339599609,24.0914134979248,25.1543750762939,24.9577808380127,24.693920135498,25.1908893585205,25.5069637298584,25.0547847747803,53.3537673950195,53.2117080688477,53.5368881225586,54.3524017333984,55.3459510803223,53.963565826416,52.5237655639648,18.7668113708496,18.9055614471436,18.2101993560791,19.0101470947266,18.8123016357422,18.6147480010986,19.1390628814697,35.6919555664062,33.3307304382324,33.7832374572754,32.7551040649414,33.9395141601562,33.5088272094727,33.4040451049805,0.463066786527634,0.546115636825562,0.526067674160004,0.506653785705566,0.465461611747742,0.49258291721344,0.497426927089691,Healthy
29.7653293609619,26.3448123931885,26.3455638885498,27.3660125732422,29.087553024292,28.314151763916,26.1496658325195,24.4363174438477,24.693717956543,24.8579998016357,24.5861625671387,25.0294551849365,25.1498184204102,24.2633438110352,55.6102752685547,54.6557884216309,55.3253364562988,56.1699676513672,57.7567138671875,55.5035057067871,52.4379577636719,18.6127052307129,18.7600345611572,18.2628269195557,18.8822822570801,19.3055171966553,19.2124195098877,19.2175197601318,36.6651954650879,33.6002655029297,33.6287384033203,32.6787452697754,34.3414764404297,33.8028144836426,34.2504692077637,0.44110244512558,0.505660951137543,0.500510334968567,0.466082453727722,0.431304126977921,0.464949190616608,0.501933217048645,Healthy
29.5118293762207,26.1805057525635,27.6815509796143,26.7695121765137,27.4440612792969,26.9978523254395,25.3506164550781,24.3079528808594,24.7258815765381,24.2769470214844,24.4493103027344,24.6496181488037,24.4952812194824,23.5776653289795,55.5361785888672,56.651741027832,55.2701644897461,56.4295806884766,58.2429962158203,55.0695724487305,52.9572334289551,18.521089553833,18.6207160949707,18.4096832275391,19.1389102935791,19.5169467926025,19.160945892334,19.5437965393066,33.9392929077148,30.9789199829102,32.7155494689941,31.8985767364502,33.9919586181641,33.9909286499023,34.4289627075195,0.436788409948349,0.494656890630722,0.468098372220993,0.46823850274086,0.42317995429039,0.47800949215889,0.47027713060379,Healthy
29.3376922607422,27.406322479248,26.5633239746094,26.0461158752441,27.1120529174805,25.1248779296875,24.6097793579102,24.1625957489014,24.7660369873047,24.1123161315918,24.5131587982178,24.4439926147461,24.5415058135986,24.0177421569824,55.7103576660156,56.9236297607422,55.5801277160645,55.853385925293,57.094165802002,54.9570808410645,54.4022216796875,18.581169128418,18.8648662567139,18.6543235778809,19.3781623840332,19.5423145294189,19.5710391998291,20.1662635803223,33.9892234802246,32.7230949401855,33.7579116821289,34.0296363830566,35.3636054992676,34.2663688659668,34.2808685302734,0.444929569959641,0.494886428117752,0.492820709943771,0.493265777826309,0.460431605577469,0.52681565284729,0.492716610431671,Healthy
28.0140895843506,26.5328960418701,24.4088115692139,25.1618213653564,25.2907428741455,25.4439277648926,23.9639492034912,23.9249267578125,24.0442199707031,23.934440612793,24.4716777801514,24.0576553344727,24.4382133483887,24.2296409606934,55.2494125366211,57.2075233459473,55.8822708129883,56.3316764831543,57.1016998291016,55.4178161621094,53.4509887695312,18.770679473877,18.9918403625488,19.0069427490234,19.9145374298096,20.2726097106934,19.406364440918,20.0440101623535,33.1097297668457,31.4111576080322,33.5830001831055,33.3585891723633,35.9406852722168,35.3469123840332,34.3563117980957,0.445320636034012,0.479755580425262,0.492199122905731,0.489855229854584,0.476944476366043,0.51597136259079,0.523403525352478,Healthy
27.0580978393555,26.7568283081055,23.1111106872559,23.7752132415771,24.8863830566406,23.9363288879395,24.2353916168213,23.7964000701904,23.8881645202637,24.0004997253418,24.5164012908936,24.1684894561768,23.7214298248291,23.2370491027832,55.4478225708008,57.1911010742188,53.6350708007812,54.5652275085449,54.6688041687012,52.6797294616699,52.2932777404785,18.6563625335693,19.3156566619873,19.7216796875,20.2056369781494,19.8642024993896,19.3311443328857,19.5840244293213,33.2382926940918,31.1523895263672,34.303955078125,34.845588684082,35.6503410339355,34.5218162536621,36.5984764099121,0.469046056270599,0.497771352529526,0.528569996356964,0.506533920764923,0.460311621427536,0.529149234294891,0.490481853485107,Healthy
26.1031608581543,25.7750129699707,23.6946411132812,23.2188816070557,24.3377552032471,23.7707748413086,26.213565826416,24.2810955047607,24.5512561798096,24.2232818603516,24.7417774200439,24.161190032959,24.0408267974854,23.7502765655518,53.6684799194336,55.9604415893555,52.0952110290527,53.0690269470215,54.325439453125,52.6227149963379,53.8304481506348,19.1078662872314,19.7465686798096,20.2505073547363,19.9402027130127,19.5536880493164,19.1518707275391,19.6284217834473,34.0451316833496,33.3757438659668,35.4970588684082,35.5521087646484,35.7417945861816,34.138801574707,35.1124572753906,0.504846453666687,0.53075098991394,0.548835098743439,0.545885145664215,0.479653537273407,0.54252678155899,0.465761035680771,High Stress
26.8104190826416,24.0596694946289,22.9070529937744,23.3788642883301,24.177339553833,24.8405742645264,24.9176979064941,23.9323692321777,24.6139354705811,24.2816276550293,24.2896213531494,24.3562526702881,24.5513706207275,24.7226161956787,52.7822952270508,54.1355018615723,51.9238624572754,52.3561325073242,54.0240631103516,53.1161308288574,53.1850547790527,19.1929740905762,19.7906246185303,19.5021629333496,19.9956951141357,19.5684661865234,19.160364151001,19.8911609649658,33.9349479675293,33.2902183532715,33.9737205505371,33.2652168273926,35.0895233154297,34.1985626220703,33.923698425293,0.473197460174561,0.524107038974762,0.555418729782104,0.549303650856018,0.523552656173706,0.516222834587097,0.515018165111542,High Stress
24.3717155456543,23.0443153381348,21.6835193634033,21.8478870391846,22.9924697875977,24.0987701416016,25.4357242584229,24.1512069702148,24.8223819732666,23.9399127960205,24.6464328765869,24.6888904571533,24.9454326629639,24.4749870300293,52.9685935974121,54.890941619873,52.3220901489258,52.534107208252,54.5605773925781,54.3283538818359,54.6263236999512,18.7698917388916,19.8466720581055,19.5358848571777,19.9277057647705,19.6202964782715,19.6950550079346,20.1026020050049,33.4520683288574,32.0215759277344,34.9288101196289,34.9773597717285,36.0232849121094,34.4766426086426,34.051212310791,0.53306519985199,0.568514287471771,0.588032245635986,0.584268271923065,0.519584894180298,0.553477942943573,0.511559963226318,High Stress
22.9143924713135,21.147144317627,21.0813617706299,20.8764381408691,23.5572528839111,24.9451141357422,25.4433078765869,24.1326599121094,24.4721164703369,24.0773677825928,24.9549674987793,25.0413265228271,25.0178337097168,24.2730903625488,53.7499618530273,54.6235847473145,52.8359184265137,53.9775848388672,55.642204284668,55.362361907959,54.8385696411133,18.8987789154053,19.6980304718018,19.6754016876221,20.0988235473633,19.7725467681885,19.6742935180664,20.0665740966797,34.2086067199707,33.0658416748047,36.2403678894043,35.5444755554199,36.5459823608398,34.822135925293,35.2856140136719,0.559263646602631,0.595958054065704,0.596147894859314,0.579833805561066,0.499521464109421,0.51986163854599,0.495112836360931,Healthy
